"Trcid";"Title";"Shortdescription";"Longdescription";"Calendarsummary";"TitleEN";"ShortdescriptionEN";"LongdescriptionEN";"CalendarsummaryEN";"Types";"Ids";"Locatienaam";"City";"Adres";"Zipcode";"Latitude";"Longitude";"Urls";"Media";"Thumbnail";"Datepattern_startdate";"Datepattern_enddate";"Singledates";"Type1";"Lastupdated";
"24bd5b7f-c1ef-4ecc-83df-e4734c0a89e7";"Musicalklassieker My Fair Lady ook in Velsen";"Koningin onder de musicals strijkt drie dagen neer in Velsen.";"<h2>My Fair Lady, een echte klassieker</h2> <br /> Kenners en liefhebbers zijn het erover eens: &lsquo:My Fair Lady&rsquo: is een van de beste musicals ooit. Al ruim zestig jaar genieten generaties van het verhaal van de excentrieke professor, die de weddenschap aangaat om een eenvoudig bloemenmeisje om te toveren tot een lady in de Engelse society. Dat gaat bepaald niet zonder slag of stoot, want Eliza heeft het hart op de tong. Maar leraar en leerling groeien naar elkaar toe en Eliza weet uiteindelijk niet alleen de Engelse elite van slag te brengen&hellip:<br /> <br /> Paul van Ewijk regisseert onder meer Esm&eacute:e Dekker (Eliza Doolittle), Chris Tates (Professor Higgens) en Alfred van den Heuvel (Kolonel Pickering) in deze grootse en uitbundig aangeklede productie, met klassiekers als &lsquo:Zou dat nou niet zalig zijn&rsquo:, &lsquo:Het Spaanse graan&rsquo:, &lsquo:Kom terug en dans met mij&rsquo: en &lsquo:Als ik straks de kerk maar haal&rsquo:. De supermusical strijkt van vrijdag 16 &nbsp:t/m zondag 18 maart 2018 drie dagen neer in Velsen. <br /> <br /> De kaartverkoop is inmiddels begonnen. <div style=&quot:font-weight: bold:&quot:><br /> </div>";"Vr 16 maart 2018 20:15 uur, za 17 maart 2018 20:15 uur, zo 18 maart 2018 14:30 uur.";"Musicalklassieker My Fair Lady ook in Velsen";"";"";"Fr 16 March 2018 20:15 hour, Sa 17 March 2018 20:15 hour, Su 18 March 2018 14:30 hour.";"";"2.9.4";"Stadsschouwburg Velsen";"IJMUIDEN";"Groeneweg 71";"1971 NS";"52,4567261";"4,6309261";"https://stadsschouwburgvelsen.nl";"https://media.iamsterdam.com/ndtrc/Images/24/24bd5b7f-c1ef-4ecc-83df-e4734c0a89e7/be5763f2-da19-4781-b6fa-50224b0a5af5.jpg";"https://media.iamsterdam.com/ndtrc/Images/24/24bd5b7f-c1ef-4ecc-83df-e4734c0a89e7/be5763f2-da19-4781-b6fa-50224b0a5af5.jpg";"";"";"16-03-2018,17-03-2018,18-03-2018";"";"2017-05-11 15:00:36";
"e99271b7-571d-439f-b058-758bed88a639";"Was getekend, Annie M.G. Schmidt";"Deze nieuwe Nederlandse musical is gebaseerd op de bestseller van Annie M.G. Schmidt, geschreven door  Annejet van der Zijl. We kennen haar als schrijfster van musicals, tv-series, boeken en gedichten, maar wie was de vrouw achter de schrijfster? Annie M.G., gespeeld door Simone Kleinsma, blikt samen met haar zoon Flip (William Spaaij) terug op haar leven vol hoogtepunten maar ook dieptepunten. De musical heeft scherpe humor en bevat natuurlijk bekende nummers als Op een mooie Pinksterdag en Vluchten kan niet meer.";"";"Wo 18 oktober 2017 t/m do 19 oktober 2017 wo, do: 20:00 uur.";"Was getekend, Annie M.G. Schmidt";"";"";"We 18 October 2017 including Th 19 October 2017 We , Th : 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"http://www.schouwburgamstelveen.nl";"https://media.iamsterdam.com/ndtrc/Images/e9/e99271b7-571d-439f-b058-758bed88a639/07d13258-389f-40e4-9a80-babdc64fdf5f.jpg";"https://media.iamsterdam.com/ndtrc/Images/e9/e99271b7-571d-439f-b058-758bed88a639/07d13258-389f-40e4-9a80-babdc64fdf5f.jpg";"18-10-2017";"19-10-2017";"";"";"2017-05-12 09:30:04";
"6591a7de-a26b-48a1-a4fe-efe22126deec";"VAMOS!";"Zonder elkaar te kennen vertrekken de drie vrouwen naar de Spaanse zon. Hun koffers vol emotionele bagage pakken ze uit in een oude afgebladderde B&B, een spontane aankoop die er toch wel heel anders uitzag op de internetadvertentie. Daar begint het feest, maar ook de ellende. Zo spreken ze bijvoorbeeld geen woord Spaans. En dat blijkt heel onhandig in het land waar het woord 'mañana' is uitgevonden, gezien de ambitieuze verbouwingsplannen van de B&B. Wat gebeurt er als de dames de 'verspaanste' Nederlander Roelof tegen het lijf lopen? En lukt het ze hun levens weer glans te geven? ";"";"Di 7 november 2017 t/m wo 8 november 2017 di, wo: 20:00 uur.";"VAMOS!";"";"";"Tu 7 November 2017 including We 8 November 2017 Tu , We : 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"http://www.schouwburgamstelveen.nl";"https://media.iamsterdam.com/ndtrc/Images/65/6591a7de-a26b-48a1-a4fe-efe22126deec/4541cc3a-1d55-41ff-a6df-04a789c0ac18.jpg";"https://media.iamsterdam.com/ndtrc/Images/65/6591a7de-a26b-48a1-a4fe-efe22126deec/4541cc3a-1d55-41ff-a6df-04a789c0ac18.jpg";"07-11-2017";"08-11-2017";"";"";"2017-05-15 10:36:55";
"ee849800-0368-439f-9eb0-b3ccab235436";"Tina de Musical (8+) - Voor meiden, moeders en oma's";"ina, het bekendste meiden weekblad van Nederland, bestaat vijftig jaar en dat wordt gevierd met Tina, de musical. Met doldwaze avonturen, heel veel meidenpret en de allerleukste liedjes. Over een tiener met vlinders in haar buik en een oma die eeuwig jong is gebleven. En wat die allemaal van elkaar kunnen leren. Een vrolijke familievoorstelling voor meiden, moeders én oma's. Natuurlijk mogen ook alle broertjes, vaders en opa's mee. Voor ieder wat wils! Deze musical is 17 december in Schouwburg Amstelveen te zien.";"";"Zo 17 december 2017 14:00 uur.";"Tina de Musical (8+) - Voor meiden, moeders en oma's";"";"";"Su 17 December 2017 14:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"http://www.schouwburgamstelveen.nl";"https://media.iamsterdam.com/ndtrc/Images/ee/ee849800-0368-439f-9eb0-b3ccab235436/cecd6190-2bab-44b6-a993-08cd3296e343.jpg";"https://media.iamsterdam.com/ndtrc/Images/ee/ee849800-0368-439f-9eb0-b3ccab235436/cecd6190-2bab-44b6-a993-08cd3296e343.jpg";"";"";"17-12-2017";"";"2017-05-15 11:05:42";
"43bc7679-cc7e-466f-bb44-2094c9dfccee";"Opvliegers 3: New York! New York! - Antje Monteiro, Anouk van Nes, Joanne Telesford en Sandra Mattie";"Te zien op wo 21 maart in schouwbrug amstelveen";"De vriendinnencomedy-hit Opvliegers is terug met een nieuw verhaal, een nieuwe bestemming, nieuwe muziek en nieuwe gezichten, en ook deze keer wordt het hilarisch.<br /> <br /> In dit derde deel komt schnabbelzangeres Lydia vervelend in het nieuws als er een nogal g&ecirc:nant filmpje op internet verschijnt. Ze moet snel weg uit Nederland en omdat haar gebruikelijke reisvriendinnen het te druk hebben, besluit ze alleen te vertrekken naar New York. In het vliegtuig ontmoet ze Moniek. Dezelfde leeftijd, dezelfde overgangskwalen en toevallig verblijft ze ook in hetzelfde hotel. Daar ontmoeten ze twee andere dames die er samen even uit zijn: blogger Joke, die er alles aan doet om haar grote idool Barry Manilow voor haar camera te krijgen, en Shirley, een kersverse weduwe die na de dood van haar man met een enorme berg geld is achtergebleven.";"Wo 21 maart 2018 20:00 uur.";"Opvliegers 3: New York! New York! - Antje Monteiro, Anouk van Nes, Joanne Telesford en Sandra Mattie";"";"";"We 21 March 2018 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"http://www.schouwburgamstelveen.nl";"https://media.iamsterdam.com/ndtrc/Images/43/43bc7679-cc7e-466f-bb44-2094c9dfccee/97b91036-d39f-4d14-9bc6-e17ac1090f53.jpg";"https://media.iamsterdam.com/ndtrc/Images/43/43bc7679-cc7e-466f-bb44-2094c9dfccee/97b91036-d39f-4d14-9bc6-e17ac1090f53.jpg";"";"";"21-03-2018";"";"2017-05-24 16:34:42";
"cc2cbdd2-8eeb-408b-a1d3-56667c2e8923";"Singer Laren:Renée van Wegberg, e.a. 'Liesbeth List, de Musical'";"Nieuwe Nederlandse musical over een van onze grootste vedettes.";"Actrice en musicalster Ren&eacute:e van Wegberg kruipt in de huid van &eacute:&eacute:n van Nederlands grootste vedettes: Liesbeth List. De musical vertelt haar ongelofelijke levensverhaal, een intens relaas over een vrouw die alles overwon: de zelfmoord van haar moeder meteen na hun bevrijding uit het Jappenkamp, een slechte relatie, een neerwaartse carri&egrave:re en het verlies van Ramses en haar grote liefde Robert, met wie ze op latere leeftijd een dochter kreeg. Maar ze overwon en er was altijd nieuw succes. Want List is bovenal artieste, met een enorme rijkdom aan prachtig repertoire van Shaffy, Piaf, Aznavour, Boeijen, Theodorakis en Brel. En dan zijn er natuurlijk nog haar vele televisie- en toneelrollen. De verpletterende wijze waarop List de hoofdrol vertolkte in de musical over Edith Piaf &ndash: misschien wel d&eacute: rol van haar leven &ndash: ligt nog vers in het geheugen. Genoeg materiaal voor een prachtige musical over een icoon van het Nederlandse muziektheater!";"Vr 15 december 2017 20:15 uur.";"Singer Laren:Renée van Wegberg, e.a. 'Liesbeth List, de Musical'";"";"";"Fr 15 December 2017 20:15 hour.";",";"2.3.18,2.9.4";"Singer Laren";"LAREN NH";"Oude Drift 1";"1251 BS";"52,2593870";"5,2216210";"http://www.singerlaren.nl";"https://media.iamsterdam.com/ndtrc/Images/cc/cc2cbdd2-8eeb-408b-a1d3-56667c2e8923/c64e9a9d-3eaf-491d-a07c-649d428e25bb.jpg";"https://media.iamsterdam.com/ndtrc/Images/cc/cc2cbdd2-8eeb-408b-a1d3-56667c2e8923/c64e9a9d-3eaf-491d-a07c-649d428e25bb.jpg";"";"";"15-12-2017";"";"2017-06-09 16:39:20";
"1635c494-7b91-479d-8e5e-b7ef32da209d";"From sammy with Love - De hitmusical nu met Stanley Burleson en Freek Bartels";"From Sammy With Love vertelt het verhaal van de topentertainer Sammy Davis Jr. door de ogen van multitalenten Stanley Burleson en Freek Bartels. Beide kruipen beurtelings in de huid van Davis, lid van de Ratpack en wereldberoemd door zijn nummer Mr. Bojangles.  Het publiek wordt meegenomen naar het Verenigde Staten van de jaren '60, waar het leven en de carrière van de entertainment-legende zich kenmerkte door roem en succes, maar ook door eenzaamheid en isolement. Tijdens zijn leven kreeg Davis te maken met de raciale spanningen van de jaren '60 en '70.";"";"Vr 16 februari 2018 20:00 uur.";"From sammy with Love - De hitmusical nu met Stanley Burleson en Freek Bartels";"";"";"Fr 16 February 2018 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/from-sammy-with-love/?ypeventid=4259666689-1484685065";"https://media.iamsterdam.com/ndtrc/Images/16/1635c494-7b91-479d-8e5e-b7ef32da209d/cc5384c3-b1dc-4cfb-bc6b-d6bb7ae257d0.jpg";"https://media.iamsterdam.com/ndtrc/Images/16/1635c494-7b91-479d-8e5e-b7ef32da209d/cc5384c3-b1dc-4cfb-bc6b-d6bb7ae257d0.jpg";"";"";"16-02-2018";"";"2017-06-13 12:43:45";
"21d33fcb-a800-4e93-a32b-a6e901cf2043";"My Fair Lady";"Een excentrieke professor neemt de weddenschap aan om een eenvoudig bloemenmeisje om te toveren tot een lady in de Engelse society. Dat gaat niet zonder slag of stoot want Eliza heeft het hart op de tong. Maar leraar en leerling groeien naar elkaar toe en Eliza weet niet alleen de Engelse elite van slag te brengen?.  Kenners zijn het erover eens: My Fair Lady is één van de beste musicals ooit gemaakt.";"";"Vr 9 februari 2018 t/m zo 11 februari 2018 vr, za: 20:00 uur, zo: 15:00 uur.";"My Fair Lady";"";"";"Fr 9 February 2018 including Su 11 February 2018 Fr , Sa : 20:00 hour, Su: 15:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/my-fair-lady/?ypeventid=3078140673-1484660522";"https://media.iamsterdam.com/ndtrc/Images/21/21d33fcb-a800-4e93-a32b-a6e901cf2043/12cbab00-e0ca-4ce1-b82d-4fe96cd72d98.jpg";"https://media.iamsterdam.com/ndtrc/Images/21/21d33fcb-a800-4e93-a32b-a6e901cf2043/12cbab00-e0ca-4ce1-b82d-4fe96cd72d98.jpg";"09-02-2018";"11-02-2018";"";"";"2017-06-13 12:58:28";
"9452470f-63ce-4d7c-9645-e7ee1f58fc0c";"You're the Top - Paul Groot, Marjolein Keuning, Marcel Jonker e.a.";"Cole Porter combineerde zijn buitengewone talent met een zeer opvallende levensstijl. Hij schreef wereldberoemde songs als I've got you under my skin, Ev'ry time we say goodbye en de musicals Anything goes, High Society en Kiss me, Kate. Terwijl zijn succes ongekende hoogte bereikte, groeide zijn eenzaamheid. Met onder andere Paul Groot als Cole Porter, Marjolein Keuning als Linda Porter, Marcel Jonker als Monty Woolley en een live orkest. You´re the Top schetst een wervelend beeld van Porters levensverhaal en muziek.";"";"Za 31 maart 2018 20:00 uur.";"You're the Top - Paul Groot, Marjolein Keuning, Marcel Jonker e.a.";"";"";"Sa 31 March 2018 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/youre-the-top/?ypeventid=3289709057-1484666939";"https://media.iamsterdam.com/ndtrc/Images/94/9452470f-63ce-4d7c-9645-e7ee1f58fc0c/b4054a0d-fbef-47ee-b6fa-188c40fe6285.jpg";"https://media.iamsterdam.com/ndtrc/Images/94/9452470f-63ce-4d7c-9645-e7ee1f58fc0c/b4054a0d-fbef-47ee-b6fa-188c40fe6285.jpg";"";"";"31-03-2018";"";"2017-06-13 12:21:13";
"6c138966-19c7-41cf-8700-91d773e8dc20";"Alex Klaasen, Freek Bartels, Daniel Cornelissen e.a. - Showponies";"Alex Klaasen is een showpony. Altijd strak in de vlechten, glad gekamd en de hoeven gelakt. Maar wie is hij nu echt? Showponies is een feelgood-revue over privacy en de tol van roem. Met daarin o.a. een cursus 'echt-zijn voor beginners', een musical over hysterische fans, een nep-orkest en een suikerklontjes-afterparty met Pony St. Clair. Samen met collega-knollen brengt hij een avond vol humor, typetjes, liedjes en dans. Kortom, een avondje dressuur in gestrekte draf. Met vallen en opstaan. Een showpony must go on. Altijd.";"";"Wo 4 april 2018 20:00 uur.";"Alex Klaasen, Freek Bartels, Daniel Cornelissen e.a. - Showponies";"";"";"We 4 April 2018 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/showponies/?ypeventid=535027713-1484724075";"https://media.iamsterdam.com/ndtrc/Images/6c/6c138966-19c7-41cf-8700-91d773e8dc20/4a2e5175-b186-4bf8-b458-12dfdfcfa4a9.jpg";"https://media.iamsterdam.com/ndtrc/Images/6c/6c138966-19c7-41cf-8700-91d773e8dc20/4a2e5175-b186-4bf8-b458-12dfdfcfa4a9.jpg";"";"";"04-04-2018";"";"2017-06-13 12:20:27";
"ba874ed9-3af7-4f0a-8a09-df18fa1d6e64";"Koopavond - Bäcker & Grinder";"In de dynamische musicalcomedy Koopavond loopt huisvader Philip Mosgaard in de Bijenkorf zijn ex Stella tegen het lijf. De ontmoeting brengt oud zeer naar boven en al gauw is de Bijenkorf een emotionele boksring, waarin Philip, zijn vrouw Mary-Ann, Stella, haar minnaar Louis en zelfs baliemedewerker Jacob al hun zekerheden in de uitverkoop moeten gooien. Onder meer Lone van Roosendaal, Tony Neef, Jeremy Baker en een vierkoppige band schitteren in deze musicalcomedy over kijken wat je raakt, kiezen wat je hebt, kopen wat je mist en ruilen zonder bon.";"";"Do 5 april 2018 20:00 uur.";"Koopavond - Bäcker & Grinder";"";"";"Th 5 April 2018 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/koopavond/?ypeventid=3598335745-1484574513";"https://media.iamsterdam.com/ndtrc/Images/ba/ba874ed9-3af7-4f0a-8a09-df18fa1d6e64/9bb929e5-2a40-47a5-949a-72d41587ece1.jpg";"https://media.iamsterdam.com/ndtrc/Images/ba/ba874ed9-3af7-4f0a-8a09-df18fa1d6e64/9bb929e5-2a40-47a5-949a-72d41587ece1.jpg";"";"";"05-04-2018";"";"2017-06-13 12:19:55";
"a7211838-63e9-4988-9394-219969095b28";"The Full Monty - Joey Ferre, Brigitte Heitzer, Ad Knippels, Brigitte Nijman, Dennis Willekens e.a.";"Geen baan meer. Geen vrouw meer. Geen toekomst meer. En wat doe je dan, als je ineens een groot bedrag aan alimentatie moet ophoesten, om te voorkomen dat je straks ook geen kind meer hebt? Dan begin je een strip-act. Met je beste vrienden die ook allemaal zonder werk zitten. En je gaat voor niets minder dan de Full Monty!  Overal worden de mannen, die het aandurven om niet alleen in het leven maar ook op het toneel 'the full monty' te gaan, in de armen gesloten. Aanstekelijk, pikant en ontroerend met swingende songs.";"";"Za 10 maart 2018 20:00 uur.";"The Full Monty - Joey Ferre, Brigitte Heitzer, Ad Knippels, Brigitte Nijman, Dennis Willekens e.a.";"";"";"Sa 10 March 2018 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/the-full-monty/?ypeventid=726294273-1484902553";"https://media.iamsterdam.com/ndtrc/Images/a7/a7211838-63e9-4988-9394-219969095b28/f5c0c8c2-e5f8-4d43-9e60-71a92d8b56b5.jpg";"https://media.iamsterdam.com/ndtrc/Images/a7/a7211838-63e9-4988-9394-219969095b28/f5c0c8c2-e5f8-4d43-9e60-71a92d8b56b5.jpg";"";"";"10-03-2018";"";"2017-06-13 12:33:44";
"7751b597-47e5-45a2-a04c-e2bed4585f8b";"Tina de Musical";"Tina bestaat dit jaar 50 jaar! Om dit te vieren komt er een Tina Musical in Nederland. Een vrolijke familievoorstelling voor meiden, moeders én oma's. Natuurlijk mogen ook broertjes, vaders en opa's mee. Kom kijken naar alle avonturen van Tina op 15 oktober 2017 in RAI Amsterdam.";"";"Zo 15 oktober 2017 13:00 uur, zo 15 oktober 2017 16:00 uur.";"Tina de Musical";"";"";"Su 15 October 2017 13:00 hour, Su 15 October 2017 16:00 hour.";"";"2.9.4";"RAI Amsterdam";"AMSTERDAM";"Europaboulevard 22";"1078 RV";"52,3390470";"4,8911530";"http://www.schouwburgamstelveen.nl";"https://media.iamsterdam.com/ndtrc/Images/77/7751b597-47e5-45a2-a04c-e2bed4585f8b/906aca1b-a7e9-4b9c-a68d-37a2ca917dd7.jpg";"https://media.iamsterdam.com/ndtrc/Images/77/7751b597-47e5-45a2-a04c-e2bed4585f8b/906aca1b-a7e9-4b9c-a68d-37a2ca917dd7.jpg";"";"";"15-10-2017,15-10-2017";"";"2017-06-13 14:02:39";
"8f5203f4-644f-4abc-9304-a9cb19dd22d0";"The Magic of Jeans - A Brand New Day";"De wervelende show Magic zette The Magic of Jeans afgelopen seizoen weer helemaal op de kaart. 'Topniveau' kopte een van de lovende recensies. Met de nieuwe show A Brand New Day zet Jeans deze ingeslagen weg voort. De toptalenten van The Magic of Jeans bezorgen u een spetterende, swingende avond. Een grote diversiteit aan muziekstijlen en hits uit verschillende decennia trekken aan u voorbij, ondersteund door strakke, moderne dans en vele kleurrijke kostuums. Een voorstelling om niet te missen, voor jong en oud!";"";"Za 6 januari 2018 20:00 uur.";"The Magic of Jeans - A Brand New Day";"";"";"Sa 6 January 2018 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/the-magic-of-jeans/?ypeventid=2967158785-1484659536";"https://media.iamsterdam.com/ndtrc/Images/8f/8f5203f4-644f-4abc-9304-a9cb19dd22d0/27ad2cc2-c517-432e-9035-4067d25c4350.jpg";"https://media.iamsterdam.com/ndtrc/Images/8f/8f5203f4-644f-4abc-9304-a9cb19dd22d0/27ad2cc2-c517-432e-9035-4067d25c4350.jpg";"";"";"06-01-2018";"";"2017-06-13 17:11:40";
"9aae90cf-a6db-44d1-aa60-685bd5e06c47";"Sweeney Todd";"Na het succes in Amsterdam kon een tournee niet uitblijven. Sweeney Todd gaat over de opmerkelijke samenwerking tussen een barbier en zijn buurvrouw: hij vermoordt zijn klanten en zij verwerkt de lichamen tot smakelijke pasteitjes. Humor en horror gaan hand in hand en met acht Tony Awards is dit Sondheim op z'n best! Sweeney Todd komt met een topcast van twaalf acteurs én een live band nu ook naar Amstelveen. 'Spannend, smaakvol en overtuigend' (Trouw * * * * *). Dit wilt u echt niet missen! Deze voorstelling is 24 oktober te zien in Schouwburg Amstelveen";"";"Di 24 oktober 2017 20:00 uur.";"Sweeney Todd";"";"";"Tu 24 October 2017 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/sweeney-todd/?ypeventid=3850169601-1486497992";"https://media.iamsterdam.com/ndtrc/Images/9a/9aae90cf-a6db-44d1-aa60-685bd5e06c47/8ff4f628-624e-4c41-aaab-4af069f6df37.jpg";"https://media.iamsterdam.com/ndtrc/Images/9a/9aae90cf-a6db-44d1-aa60-685bd5e06c47/8ff4f628-624e-4c41-aaab-4af069f6df37.jpg";"";"";"24-10-2017";"";"2017-06-14 09:58:51";
"8359d23b-e4e0-40c6-86d9-2f9220190d09";"Katakló - Play";"Span de spieren, zet de blik op scherp. Want je komt ogen en oren tekort bij het bejubelde Italiaanse dansgezelschap Kataklò. In haar nieuwe voorstelling Play brengt zij een sublieme ode aan de sport. Los van de competitie en de strijd belicht deze show de sensatie van spierkracht, de sympathie van spel en het aantrekkelijke van ambitie. De show is 28 oktober te zien in Schouwburg Amstelveen.";"";"Za 28 oktober 2017 20:00 uur.";"Katakló - Play";"";"";"Sa 28 October 2017 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/katakl%C3%B2/?ypeventid=2400565249-1484837588";"https://media.iamsterdam.com/ndtrc/Images/83/8359d23b-e4e0-40c6-86d9-2f9220190d09/fa9d2be5-4069-4a8c-9dcb-8ef7224e74b2.jpg";"https://media.iamsterdam.com/ndtrc/Images/83/8359d23b-e4e0-40c6-86d9-2f9220190d09/fa9d2be5-4069-4a8c-9dcb-8ef7224e74b2.jpg";"";"";"28-10-2017";"";"2017-06-14 09:58:26";
"d2c0b91f-fd07-4027-bf52-2a90efba1d7b";"Liesbeth, de musical";"Een ongelofelijk levensverhaal. Een ongelofelijke carrière. Een intens verhaal over een vrouw die alles overwon: de zelfmoord van haar moeder meteen na hun bevrijding uit het Jappenkamp, een slechte relatie, een neerwaartse carrière en het verlies van Ramses en van haar grote liefde Rob. Maar ze overwon en er was altijd nieuw succes. Dat ze na haar veertigste toch nog zwanger raakte was haar grootste 'cadeau'. Deze musical is 17 november in Schouwburg Amstelveen te zien.";"";"Vr 17 november 2017 20:00 uur.";"Liesbeth, de musical";"";"";"Fr 17 November 2017 20:00 hour.";"";"2.9.4";"Schouwburg Amstelveen";"AMSTELVEEN";"Stadsplein 100";"1181 ZM";"52,3028070";"4,8587020";"https://schouwburgamstelveen.nl/seizoen-17-18/sweeney-todd/?ypeventid=3850169601-1486497992";"https://media.iamsterdam.com/ndtrc/Images/d2/d2c0b91f-fd07-4027-bf52-2a90efba1d7b/cae1c2a0-8dcd-4c76-907b-e42c346a8afb.jpg";"https://media.iamsterdam.com/ndtrc/Images/d2/d2c0b91f-fd07-4027-bf52-2a90efba1d7b/cae1c2a0-8dcd-4c76-907b-e42c346a8afb.jpg";"";"";"17-11-2017";"";"2017-06-14 09:44:52";
"5781bd74-d966-412f-a947-477c01c3b87c";"Singer Laren: 'Seasons' Pia Douwes";"Hartverwarmende muzikale reis door de vier seizoenen.";"Pia Douwes is een van de succesvolste, veelzijdigste en meest onderscheiden musicalactrices die ons land rijk is. Bracht ze afgelopen seizoen met &lsquo:A Midwinter&rsquo:s Tale&rsquo: nog een ode aan de winterperiode, dit keer neemt ze u met &lsquo:Seasons&rsquo: het publiek mee langs de vier seizoenen. Douwes zingt zich in verschillende muziekstijlen door de jaargetijden, van klassiek tot pop en musical. Met haar prachtige stem brengt ze bekende klassiekers, van tranentrekker tot vreugdelied. Op haar hartverwarmende reis wordt ze vergezeld door zanger Addo Kruizinga en een orkest, terwijl een plaatselijk koor voor extra vocale ondersteuning zorgt.";"Vr 9 februari 2018 20:15 uur.";"Singer Laren: 'Seasons' Pia Douwes";"";"";"Fr 9 February 2018 20:15 hour.";",";"2.3.18,2.9.4";"Singer Laren";"LAREN NH";"Oude Drift 1";"1251 BS";"52,2593870";"5,2216210";"http://www.singerlaren.nl";"https://media.iamsterdam.com/ndtrc/Images/57/5781bd74-d966-412f-a947-477c01c3b87c/be2fa77f-4013-4620-a948-9f37f6c056f2.jpg";"https://media.iamsterdam.com/ndtrc/Images/57/5781bd74-d966-412f-a947-477c01c3b87c/be2fa77f-4013-4620-a948-9f37f6c056f2.jpg";"";"";"09-02-2018";"";"2017-06-17 10:57:14";
"fff9c91e-96f9-4678-be42-d1d1c3af258a";"Singer Laren:  Stanley Burleson & Freek Bartels & Band 'From Sammy with love'";"Hitmusical over het leven van entertainmentlegende Sammy Davis Jr..";"&lsquo:From Sammy With Love&rsquo: vertelt het verhaal van de Amerikaanse topentertainer Sammy Davis Jr., die wereldberoemd werd met nummers als &lsquo:Mr. Bojangles&rsquo: en &lsquo:The Candy Man&rsquo:. Hij zong, danste en acteerde en vormde met onder anderen Frank Sinatra en Dean Martin de legendarische Ratpack, waarmee hij films maakte en regelmatig optrad in Las Vegas. Twee dagen na het overlijden van Davis in 1990, werden de lichten op The Strip van Sin City als eerbetoon tien minuten gedoofd.<br /> Tijdens zijn leven kreeg Davis te maken met racisme. Hij gebruikte zijn reputatie om zich in te zetten voor de rechten van Afro-Amerikanen, wat hem een graag geziene gast in het Witte Huis maakte. In deze swingende hit musical kruipen multi talenten Stanley Burleson en Freek Bartels beurtelings in de huid van Davis en nemen u mee naar de roerige jaren zestig en zeventig, een periode waarin de entertainer grote successen kende, maar ook eenzaamheid.<br />";"Wo 7 februari 2018 20:15 uur.";"Singer Laren:  Stanley Burleson & Freek Bartels & Band 'From Sammy with love'";"";"";"We 7 February 2018 20:15 hour.";",";"2.3.18,2.9.4";"Singer Laren";"LAREN NH";"Oude Drift 1";"1251 BS";"52,2593870";"5,2216210";"http://www.singerlaren.nl";"https://media.iamsterdam.com/ndtrc/Images/ff/fff9c91e-96f9-4678-be42-d1d1c3af258a/1fd8f054-3117-46dd-a580-8120f79a74ee.jpg";"https://media.iamsterdam.com/ndtrc/Images/ff/fff9c91e-96f9-4678-be42-d1d1c3af258a/1fd8f054-3117-46dd-a580-8120f79a74ee.jpg";"";"";"07-02-2018";"";"2017-06-17 10:54:39";
